date	island	site	point	time	spp	numind	dist	occasion
6/24/11	Rota	Isang	Ib	857	Apop	1	15	3
6/24/11	Rota	Isang	Ib	857	Apop	1	50	3
6/24/11	Rota	Isang	Ib	857	Ptro	1	50	3
6/24/11	Rota	Isang	Ib	857	Ptro	1	70	3
6/24/11	Rota	Isang	Ib	857	Dima	1	20	3
6/28/11	Saipan	Forbi	Fa	539	Rhru	1	35	2
6/28/11	Saipan	Forbi	Fa	539	Rhru	1	20	2
6/28/11	Saipan	Forbi	Fa	539	Gaxa	1	17	2
6/28/11	Saipan	Forbi	Fa	539	Zoco	3	20	2
6/28/11	Saipan	Forbi	Fa	539	Clma	3	15	2
6/28/11	Saipan	Forbi	Fa	539	Apop	1	13	2
6/28/11	Saipan	Forbi	Fa	539	Rhru	1	14	2
6/28/11	Saipan	Forbi	Fa	539	Ptro	1	120	2
6/28/11	Saipan	Forbi	Fa	539	Zoco	3	25	2
6/28/11	Saipan	Forbi	Fc	553	Clma	6	27	2
6/28/11	Saipan	Forbi	Fc	553	Ptro	1	40	2
6/28/11	Saipan	Forbi	Fc	553	Rhru	1	23	2
6/28/11	Saipan	Forbi	Fc	553	Ptro	1	55	2
6/28/11	Saipan	Forbi	Fc	553	Ptro	1	85	2
6/28/11	Saipan	Forbi	Fc	553	Rhru	1	27	2
6/28/11	Saipan	Forbi	Fc	553	Rhru	1	40	2
6/28/11	Saipan	Forbi	Fc	553	Zoco	3	15	2
6/28/11	Saipan	Forbi	Fc	553	Zoco	3	15	2
6/28/11	Saipan	Forbi	Fc	553	Clma	2	20	2
6/28/11	Saipan	Forbi	Fb	607	Rhru	3	30	2
6/28/11	Saipan	Forbi	Fb	607	Zoco	3	20	2
6/28/11	Saipan	Forbi	Fb	607	Clma	1	15	2
6/28/11	Saipan	Forbi	Fb	607	Zoco	4	30	2
6/28/11	Saipan	Forbi	Fb	607	Ptro	1	40	2
6/28/11	Saipan	Forbi	Fb	607	Ptro	1	70	2
6/28/11	Saipan	Forbi	Fb	607	Clma	2	12	2
6/28/11	Saipan	Forbi	Fb	607	Clma	2	20	2
6/28/11	Saipan	Forbi	Fb	607	Clma	1	20	2
6/28/11	Saipan	ladt	Lta	716	Rhru	1	27	2
6/28/11	Saipan	ladt	Lta	716	Clma	1	35	2
6/28/11	Saipan	ladt	Lta	716	Zoco	3	10	2
6/28/11	Saipan	ladt	Lta	716	Ptro	1	80	2
6/28/11	Saipan	ladt	Lta	716	Ptro	1	70	2
6/28/11	Saipan	ladt	Lta	716	Clma	2	10	2
6/28/11	Saipan	ladt	Lta	716	Zoco	2	25	2
6/28/11	Saipan	ladt	Lta	716	Ptro	1	70	2
6/28/11	Saipan	ladt	Lta	716	Apop	1	30	2
6/28/11	Saipan	ladt	Lta	716	Zoco	5	25	2
6/28/11	Saipan	ladt	Lta	716	Toch	1	60	2
6/28/11	Saipan	ladt	Lta	716	Apop	1	30	2
6/28/11	Saipan	ladt	Lta	716	Zoco	2	7	2
6/28/11	Saipan	ladt	Ltc	739	Zoco	2	10	2
6/28/11	Saipan	ladt	Ltc	739	Zoco	3	25	2
6/28/11	Saipan	ladt	Ltc	739	Rhru	1	25	2
6/28/11	Saipan	ladt	Ltc	739	Rhru	1	10	2
6/28/11	Saipan	ladt	Ltc	739	Toch	1	50	2
6/28/11	Saipan	ladt	Ltc	739	Ptro	1	100	2
6/28/11	Saipan	ladt	Ltc	739	Clma	2	40	2
6/28/11	Saipan	ladt	Ltc	739	Apop	1	50	2
6/28/11	Saipan	ladt	Ltc	739	Rhru	1	15	2
6/28/11	Saipan	ladt	Ltc	739	Apop	1	22	2
6/28/11	Saipan	ladt	Ltc	739	Clma	1	20	2
6/28/11	Saipan	ladt	Ltc	739	Toch	1	70	2
6/28/11	Saipan	ladt	Ltc	739	Ptro	1	70	2
6/28/11	Saipan	ladt	Ltc	739	Apop	2	30	2
6/28/11	Saipan	ladt	Ltc	739	Clma	1	15	2
6/28/11	Saipan	ladt	Ltb	754	Clma	3	7	2
6/28/11	Saipan	ladt	Ltb	754	Clma	3	10	2
6/28/11	Saipan	ladt	Ltb	754	Rhru	1	10	2
6/28/11	Saipan	ladt	Ltb	754	Zoco	3	15	2
6/28/11	Saipan	ladt	Ltb	754	Ptro	1	90	2
6/28/11	Saipan	ladt	Ltb	754	Rhru	1	10	2
6/28/11	Saipan	ladt	Ltb	754	Zoco	3	20	2
6/28/11	Saipan	ladt	Ltb	754	Zoco	2	10	2
6/28/11	Saipan	ladt	Ltb	754	Apop	1	35	2
6/28/11	Saipan	ladt	Ltb	754	Toch	1	27	2
6/28/11	Saipan	ladt	Ltb	754	Ptro	1	80	2
6/28/11	Saipan	ladt	Ltb	754	Ptro	1	60	2
6/28/11	Saipan	ladt	Ltb	754	Gaxa	1	50	2
6/28/11	Saipan	ladt	Ltb	754	Gaxa	1	10	2
6/28/11	Saipan	ladt	Ltb	754	Ptro	1	50	2
6/28/11	Saipan	MTR1	Ma	839	Zoco	3	10	2
6/28/11	Saipan	MTR1	Ma	839	Zoco	4	20	2
6/28/11	Saipan	MTR1	Ma	839	Zoco	2	15	2
6/28/11	Saipan	MTR1	Ma	839	Ptro	1	30	2
6/28/11	Saipan	MTR1	Ma	839	Clma	1	35	2
6/28/11	Saipan	MTR1	Ma	839	Rhru	1	40	2
6/28/11	Saipan	MTR1	Ma	839	Clma	1	30	2
6/28/11	Saipan	MTR1	Ma	839	Rhru	1	10	2
6/28/11	Saipan	MTR1	Ma	839	Rhru	1	15	2
6/28/11	Saipan	MTR1	Ma	839	Clma	1	20	2
6/28/11	Saipan	MTR1	Ma	839	Myru	1	30	2
6/28/11	Saipan	MTR1	Ma	839	Ptro	1	50	2
6/28/11	Saipan	MTR1	Ma	839	Ptro	1	90	2
6/28/11	Saipan	MTR1	Ma	839	Ptro	1	100	2
6/28/11	Saipan	MTR1	Ma	839	Zoco	4	18	2
6/28/11	Saipan	MTR1	Ma	839	Rhru	1	4	2
6/28/11	Saipan	MTR1	Ma	839	Myru	1	12	2
6/28/11	Saipan	MTR1	Ma	839	Myru	1	30	2
6/28/11	Saipan	MTR1	Mc	855	Zoco	2	30	2
6/28/11	Saipan	MTR1	Mc	855	Clma	1	30	2
6/28/11	Saipan	MTR1	Mc	855	Clma	2	25	2
6/28/11	Saipan	MTR1	Mc	855	Clma	3	20	2
6/28/11	Saipan	MTR1	Mc	855	Clma	2	20	2
6/28/11	Saipan	MTR1	Mc	855	Apop	1	20	2
6/28/11	Saipan	MTR1	Mc	855	Rhru	1	15	2
6/28/11	Saipan	MTR1	Mc	855	Toch	1	40	2
6/28/11	Saipan	MTR1	Mc	855	Myru	1	15	2
6/28/11	Saipan	MTR1	Mb	909	Myru	1	50	2
6/28/11	Saipan	MTR1	Mb	909	Zoco	4	20	2
6/28/11	Saipan	MTR1	Mb	909	Clma	2	25	2
6/28/11	Saipan	MTR1	Mb	909	Clma	2	25	2
6/28/11	Saipan	MTR1	Mb	909	Ptro	1	80	2
6/28/11	Saipan	MTR1	Mb	909	Myru	1	25	2
6/28/11	Saipan	MTR1	Mb	909	Rhru	2	20	2
7/1/11	Tinian	japc	Ja	533	Mota	1	12	2
7/1/11	Tinian	japc	Ja	533	Rhru	1	18	2
7/1/11	Tinian	japc	Ja	533	Mota	1	10	2
7/1/11	Tinian	japc	Ja	533	Mota	1	15	2
7/1/11	Tinian	japc	Ja	533	Rhru	1	35	2
7/1/11	Tinian	japc	Ja	533	Mota	1	25	2
7/1/11	Tinian	japc	Ja	533	Zoco	5	20	2
7/1/11	Tinian	japc	Ja	533	Mota	1	15	2
7/1/11	Tinian	japc	Ja	533	Ptro	1	90	2
7/1/11	Tinian	japc	Ja	533	Mota	1	10	2
7/1/11	Tinian	japc	Ja	533	Ptro	1	100	2
7/1/11	Tinian	japc	Jc	549	Rhru	1	35	2
7/1/11	Tinian	japc	Jc	549	Rhru	1	18	2
7/1/11	Tinian	japc	Jc	549	Rhru	1	15	2
7/1/11	Tinian	japc	Jc	549	Mota	1	12	2
7/1/11	Tinian	japc	Jc	549	Zoco	4	20	2
7/1/11	Tinian	japc	Jc	549	Ptro	1	100	2
7/1/11	Tinian	japc	Jc	549	Zoco	4	20	2
7/1/11	Tinian	japc	Jc	549	Zoco	4	20	2
7/1/11	Tinian	japc	Jc	549	Mota	1	10	2
7/1/11	Tinian	japc	Jc	549	Mota	1	7	2
7/1/11	Tinian	japc	Jc	549	Toch	1	40	2
7/1/11	Tinian	japc	Jc	549	Apop	1	45	2
7/1/11	Tinian	japc	Jc	549	Ptro	1	60	2
7/1/11	Tinian	japc	Jb	613	Mota	1	20	2
7/1/11	Tinian	japc	Jb	613	Rhru	1	20	2
7/1/11	Tinian	japc	Jb	613	Mota	1	30	2
7/1/11	Tinian	japc	Jb	613	Ptro	1	90	2
7/1/11	Tinian	japc	Jb	613	Mota	1	30	2
7/1/11	Tinian	japc	Jb	613	Zoco	2	15	2
7/1/11	Tinian	japc	Jb	613	Zoco	4	25	2
7/1/11	Tinian	japc	Jb	613	Mota	2	10	2
7/1/11	Tinian	japc	Jb	613	Rhru	1	10	2
7/1/11	Tinian	japc	Jb	613	Rhru	1	30	2
7/1/11	Tinian	japc	Jb	613	Gaga	1	60	2
7/1/11	Tinian	japc	Jb	613	Zoco	4	30	2
7/1/11	Tinian	japc	Jb	613	Ptro	1	90	2
7/1/11	Tinian	japc	Jb	613	Zoco	3	10	2
7/1/11	Tinian	japc	Jb	613	Mota	1	4	2
7/1/11	Tinian	japc	Jb	613	Rhru	1	12	2
7/1/11	Tinian	Chigit	Cha	759	Mota	1	4	2
7/1/11	Tinian	Chigit	Cha	759	Apop	1	5	2
7/1/11	Tinian	Chigit	Cha	759	Mota	1	7	2
7/1/11	Tinian	Chigit	Cha	759	Zoco	3	25	2
7/1/11	Tinian	Chigit	Cha	759	Ptro	1	80	2
7/1/11	Tinian	Chigit	Cha	759	Mota	1	15	2
7/1/11	Tinian	Chigit	Cha	759	Zoco	2	20	2
7/1/11	Tinian	Chigit	Cha	759	Rhru	1	50	2
7/1/11	Tinian	Chigit	Cha	759	Apop	2	15	2
7/1/11	Tinian	Chigit	Cha	759	Apop	1	30	2
7/1/11	Tinian	Chigit	Cha	759	Zoco	2	35	2
7/1/11	Tinian	Chigit	Cha	759	Stbi	1	40	2
7/1/11	Tinian	Chigit	Cha	759	Rhru	1	20	2
7/1/11	Tinian	Chigit	Cha	759	Toch	1	50	2
7/1/11	Tinian	Chigit	Chc	813	Gaxa	2	50	2
7/1/11	Tinian	Chigit	Chc	813	Myru	1	30	2
7/1/11	Tinian	Chigit	Chc	813	Ptro	1	20	2
7/1/11	Tinian	Chigit	Chc	813	Rhru	1	50	2
7/1/11	Tinian	Chigit	Chc	813	Mota	1	20	2
7/1/11	Tinian	Chigit	Chc	813	Rhru	2	25	2
7/1/11	Tinian	Chigit	Chc	813	Zoco	6	35	2
7/1/11	Tinian	Chigit	Chc	813	Apop	1	30	2
7/1/11	Tinian	Chigit	Chc	813	Rhru	3	15	2
7/1/11	Tinian	Chigit	Chc	813	Apop	1	20	2
7/1/11	Tinian	Chigit	Chc	813	Mota	1	20	2
7/1/11	Tinian	Chigit	Chc	813	Ptro	1	70	2
7/1/11	Tinian	Chigit	Chc	813	Toch	1	45	2
7/1/11	Tinian	Chigit	Chc	813	Mota	1	20	2
7/1/11	Tinian	Chigit	Chb	826	Zoco	4	15	2
7/1/11	Tinian	Chigit	Chb	826	Ptro	1	50	2
7/1/11	Tinian	Chigit	Chb	826	Gaxa	1	70	2
7/1/11	Tinian	Chigit	Chb	826	Mota	1	20	2
7/1/11	Tinian	Chigit	Chb	826	Mota	1	35	2
7/1/11	Tinian	Chigit	Chb	826	Ptro	1	110	2
7/1/11	Tinian	Chigit	Chb	826	Mota	1	10	2
7/1/11	Tinian	Chigit	Chb	826	Rhru	1	40	2
7/1/11	Tinian	Chigit	Chb	826	Rhru	1	40	2
7/1/11	Tinian	Chigit	Chb	826	Apop	1	20	2
7/1/11	Tinian	Chigit	Chb	826	Zoco	3	20	2
7/1/11	Tinian	Chigit	Chb	826	Rhru	1	10	2
7/1/11	Tinian	Chigit	Chb	826	Toch	1	40	2
7/1/11	Tinian	Chigit	Chb	826	Rhru	1	10	2
7/1/11	Tinian	Lasun	Lsa	935	Apop	1	12	2
7/1/11	Tinian	Lasun	Lsa	935	Myru	1	20	2
7/1/11	Tinian	Lasun	Lsa	935	Rhru	1	35	2
7/1/11	Tinian	Lasun	Lsa	935	Mota	2	15	2
7/1/11	Tinian	Lasun	Lsa	935	Zoco	4	25	2
7/1/11	Tinian	Lasun	Lsa	935	Zoco	2	20	2
7/1/11	Tinian	Lasun	Lsa	935	Ptro	1	120	2
7/1/11	Tinian	Lasun	Lsa	935	Ptro	1	80	2
7/1/11	Tinian	Lasun	Lsa	935	Ptro	1	70	2
7/1/11	Tinian	Lasun	Lsa	935	Rhru	1	35	2
7/1/11	Tinian	Lasun	Lsa	935	Zoco	2	30	2
7/1/11	Tinian	Lasun	Lsa	935	Mota	1	10	2
7/1/11	Tinian	Lasun	Lsa	935	Apop	1	40	2
7/1/11	Tinian	Lasun	Lsa	935	Mota	1	20	2
7/1/11	Tinian	Lasun	Lsa	935	Mota	1	10	2
7/1/11	Tinian	Lasun	Lsc	948	Mota	2	7	2
7/1/11	Tinian	Lasun	Lsc	948	Zoco	6	15	2
7/1/11	Tinian	Lasun	Lsc	948	Rhru	1	30	2
7/1/11	Tinian	Lasun	Lsc	948	Ptro	1	45	2
7/1/11	Tinian	Lasun	Lsc	948	Mota	1	30	2
7/1/11	Tinian	Lasun	Lsc	948	Mota	1	20	2
7/1/11	Tinian	Lasun	Lsc	948	Myru	1	18	2
7/1/11	Tinian	Lasun	Lsc	948	Ptro	1	25	2
7/1/11	Tinian	Lasun	Lsc	948	Ptro	1	75	2
7/1/11	Tinian	Lasun	Lsc	948	Ptro	1	80	2
7/1/11	Tinian	Lasun	Lsc	948	Rhru	1	25	2
7/1/11	Tinian	Lasun	Lsc	948	Rhru	1	35	2
7/1/11	Tinian	Lasun	Lsb	1001	Zoco	5	15	2
7/1/11	Tinian	Lasun	Lsb	1001	Toch	1	50	2
7/1/11	Tinian	Lasun	Lsb	1001	Rhru	1	40	2
7/1/11	Tinian	Lasun	Lsb	1001	Mota	1	7	2
7/1/11	Tinian	Lasun	Lsb	1001	Ptro	1	50	2
7/1/11	Tinian	Lasun	Lsb	1001	Zoco	3	20	2
7/1/11	Tinian	Lasun	Lsb	1001	Zoco	2	35	2
7/1/11	Tinian	Lasun	Lsb	1001	Mota	1	30	2
7/1/11	Tinian	Lasun	Lsb	1001	Mota	1	10	2
7/1/11	Tinian	Lasun	Lsb	1001	Apop	1	40	2
7/1/11	Tinian	Lasun	Lsb	1001	Ptro	1	65	2
7/1/11	Tinian	Lasun	Lsb	1001	Rhru	1	10	2
7/1/11	Tinian	Lasun	Lsb	1001	Mota	1	10	2
7/1/11	Tinian	Lasun	Lsb	1001	Myru	1	30	2
7/6/11	Saipan	ladt	Lta	539	Rhru	1	15	3
7/6/11	Saipan	ladt	Lta	539	Rhru	1	25	3
7/6/11	Saipan	ladt	Lta	539	Rhru	1	8	3
7/6/11	Saipan	ladt	Lta	539	Rhru	1	20	3
7/6/11	Saipan	ladt	Lta	539	Clma	1	15	3
7/6/11	Saipan	ladt	Lta	539	Toch	1	55	3
7/6/11	Saipan	ladt	Lta	539	Ptro	1	100	3
7/6/11	Saipan	ladt	Lta	539	Clma	1	15	3
7/6/11	Saipan	ladt	Lta	539	Toch	1	50	3
7/6/11	Saipan	ladt	Lta	539	Apop	1	60	3
7/6/11	Saipan	ladt	Lta	539	Clma	2	13	3
7/6/11	Saipan	ladt	Lta	539	Zoco	5	23	3
7/6/11	Saipan	ladt	Lta	539	Apop	1	30	3
7/6/11	Saipan	ladt	Ltc	555	Clma	1	13	3
7/6/11	Saipan	ladt	Ltc	555	Rhru	1	20	3
7/6/11	Saipan	ladt	Ltc	555	Clma	1	15	3
7/6/11	Saipan	ladt	Ltc	555	Toch	1	70	3
7/6/11	Saipan	ladt	Ltc	555	Ptro	1	80	3
7/6/11	Saipan	ladt	Ltc	555	Rhru	1	25	3
7/6/11	Saipan	ladt	Ltc	555	Clma	1	10	3
7/6/11	Saipan	ladt	Ltc	555	Rhru	1	30	3
7/6/11	Saipan	ladt	Ltc	555	Ptro	2	100	3
7/6/11	Saipan	ladt	Ltc	555	Ptro	1	70	3
7/6/11	Saipan	ladt	Ltc	555	Rhru	1	35	3
7/6/11	Saipan	ladt	Ltc	555	Toch	1	50	3
7/6/11	Saipan	ladt	Ltc	555	Toch	1	30	3
7/6/11	Saipan	ladt	Ltc	555	Clma	1	15	3
7/6/11	Saipan	ladt	Ltc	555	Myru	1	13	3
7/6/11	Saipan	ladt	Ltb	608	Clma	5	10	3
7/6/11	Saipan	ladt	Ltb	608	Rhru	1	17	3
7/6/11	Saipan	ladt	Ltb	608	Zoco	2	12	3
7/6/11	Saipan	ladt	Ltb	608	Ptro	1	80	3
7/6/11	Saipan	ladt	Ltb	608	Ptro	1	100	3
7/6/11	Saipan	ladt	Ltb	608	Ptro	1	120	3
7/6/11	Saipan	ladt	Ltb	608	Clma	2	17	3
7/6/11	Saipan	ladt	Ltb	608	Ptro	1	20	3
7/6/11	Saipan	ladt	Ltb	608	Rhru	1	20	3
7/6/11	Saipan	ladt	Ltb	608	Gaxa	1	30	3
7/6/11	Saipan	ladt	Ltb	608	Clma	1	25	3
7/6/11	Saipan	ladt	Ltb	608	Toch	1	40	3
7/6/11	Saipan	ladt	Ltb	608	Zoco	4	16	3
7/6/11	Saipan	MTR1	Ma	647	Clma	1	30	3
7/6/11	Saipan	MTR1	Ma	647	Clma	4	12	3
7/6/11	Saipan	MTR1	Ma	647	Clma	1	15	3
7/6/11	Saipan	MTR1	Ma	647	Rhru	2	30	3
7/6/11	Saipan	MTR1	Ma	647	Rhru	2	18	3
7/6/11	Saipan	MTR1	Ma	647	Ptro	1	45	3
7/6/11	Saipan	MTR1	Ma	647	Ptro	2	110	3
7/6/11	Saipan	MTR1	Ma	647	Toch	1	70	3
7/6/11	Saipan	MTR1	Ma	647	Ptro	1	80	3
7/6/11	Saipan	MTR1	Ma	647	Clma	1	10	3
7/6/11	Saipan	MTR1	Ma	647	Toch	2	30	3
7/6/11	Saipan	MTR1	Ma	647	Ptro	1	70	3
7/6/11	Saipan	MTR1	Ma	647	Apop	1	30	3
7/6/11	Saipan	MTR1	Ma	647	Zoco	2	20	3
7/6/11	Saipan	MTR1	Mc	704	Clma	1	8	3
7/6/11	Saipan	MTR1	Mc	704	Myru	1	13	3
7/6/11	Saipan	MTR1	Mc	704	Rhru	1	10	3
7/6/11	Saipan	MTR1	Mc	704	Rhru	3	10	3
7/6/11	Saipan	MTR1	Mc	704	Rhru	1	30	3
7/6/11	Saipan	MTR1	Mc	704	Myru	1	30	3
7/6/11	Saipan	MTR1	Mc	704	Clma	1	8	3
7/6/11	Saipan	MTR1	Mc	704	Clma	1	30	3
7/6/11	Saipan	MTR1	Mc	704	Ptro	1	100	3
7/6/11	Saipan	MTR1	Mc	704	Ptro	1	130	3
7/6/11	Saipan	MTR1	Mc	704	Ptro	1	80	3
7/6/11	Saipan	MTR1	Mc	704	Ptro	1	23	3
7/6/11	Saipan	MTR1	Mc	704	Rhru	1	13	3
7/6/11	Saipan	MTR1	Mc	704	Clma	1	22	3
7/6/11	Saipan	MTR1	Mc	704	Toch	2	23	3
7/6/11	Saipan	MTR1	Mc	704	Clma	2	25	3
7/6/11	Saipan	MTR1	Mc	704	Zoco	2	12	3
7/6/11	Saipan	MTR1	Mc	704	Mela	1	60	3
7/6/11	Saipan	MTR1	Mc	704	Myru	1	30	3
7/6/11	Saipan	MTR1	Mc	704	Zoco	2	12	3
7/6/11	Saipan	MTR1	Mc	704	Apop	1	45	3
7/6/11	Saipan	MTR1	Mb	718	Toch	1	90	3
7/6/11	Saipan	MTR1	Mb	718	Ptro	1	100	3
7/6/11	Saipan	MTR1	Mb	718	Ptro	1	70	3
7/6/11	Saipan	MTR1	Mb	718	Ptro	1	90	3
7/6/11	Saipan	MTR1	Mb	718	Clma	2	22	3
7/6/11	Saipan	MTR1	Mb	718	Clma	2	17	3
7/6/11	Saipan	MTR1	Mb	718	Apop	1	70	3
7/6/11	Saipan	MTR1	Mb	718	Mela	1	40	3
7/6/11	Saipan	MTR1	Mb	718	Clma	1	10	3
7/6/11	Saipan	MTR1	Mb	718	Ptro	1	50	3
7/6/11	Saipan	MTR1	Mb	718	Rhru	1	40	3
7/6/11	Saipan	MTR1	Mb	718	Rhru	1	12	3
7/6/11	Saipan	MTR1	Mb	718	Toch	1	15	3
7/6/11	Saipan	MTR1	Mb	718	Rhru	1	10	3
7/6/11	Saipan	MTR1	Mb	718	Zoco	1	10	3
7/6/11	Saipan	MTR1	Mb	718	Zoco	1	15	3
7/6/11	Saipan	MTR1	Mb	718	Myru	1	20	3
7/6/11	Saipan	Forbi	Fa	829	Zoco	1	17	3
7/6/11	Saipan	Forbi	Fa	829	Zoco	2	10	3
7/6/11	Saipan	Forbi	Fa	829	Zoco	2	14	3
7/6/11	Saipan	Forbi	Fa	829	Zoco	6	12	3
7/6/11	Saipan	Forbi	Fa	829	Ptro	1	60	3
7/6/11	Saipan	Forbi	Fa	829	Clma	1	40	3
7/6/11	Saipan	Forbi	Fa	829	Rhru	1	20	3
7/6/11	Saipan	Forbi	Fc	844	Clma	3	17	3
7/6/11	Saipan	Forbi	Fc	844	Rhru	1	17	3
7/6/11	Saipan	Forbi	Fc	844	Rhru	1	20	3
7/6/11	Saipan	Forbi	Fc	844	Zoco	3	20	3
7/6/11	Saipan	Forbi	Fc	844	Gaxa	1	60	3
7/6/11	Saipan	Forbi	Fc	844	Ptro	1	40	3
7/6/11	Saipan	Forbi	Fc	844	Clma	1	25	3
7/6/11	Saipan	Forbi	Fc	844	Clma	2	20	3
7/6/11	Saipan	Forbi	Fc	844	Ptro	1	60	3
7/6/11	Saipan	Forbi	Fc	844	Ptro	1	130	3
7/6/11	Saipan	Forbi	Fc	844	Zoco	3	15	3
7/6/11	Saipan	Forbi	Fc	844	Myru	1	9	3
7/6/11	Saipan	Forbi	Fc	844	Myru	1	20	3
7/6/11	Saipan	Forbi	Fc	844	Gaxa	1	17	3
7/6/11	Saipan	Forbi	Fc	844	Gaxa	1	80	3
7/6/11	Saipan	Forbi	Fb	901	Rhru	1	21	3
7/6/11	Saipan	Forbi	Fb	901	Rhru	1	7	3
7/6/11	Saipan	Forbi	Fb	901	Rhru	1	35	3
7/6/11	Saipan	Forbi	Fb	901	Ptro	1	60	3
7/6/11	Saipan	Forbi	Fb	901	Clma	1	30	3
7/6/11	Saipan	Forbi	Fb	901	Rhru	1	35	3
7/6/11	Saipan	Forbi	Fb	901	Zoco	4	35	3
7/6/11	Saipan	Forbi	Fb	901	Rhru	1	4	3
7/6/11	Saipan	Forbi	Fb	901	Zoco	5	17	3
7/6/11	Saipan	Forbi	Fb	901	Ptro	1	100	3
7/6/11	Saipan	Forbi	Fb	901	Myru	1	40	3
7/6/11	Saipan	Forbi	Fb	901	Ptro	1	30	3
7/8/11	Saipan	Forbi	Fa	539	Rhru	1	40	4
7/8/11	Saipan	Forbi	Fa	539	Clma	1	25	4
7/8/11	Saipan	Forbi	Fa	539	Toch	1	90	4
7/8/11	Saipan	Forbi	Fa	539	Rhru	1	40	4
7/8/11	Saipan	Forbi	Fa	539	Myru	1	14	4
7/8/11	Saipan	Forbi	Fa	539	Zoco	3	35	4
7/8/11	Saipan	Forbi	Fa	539	Rhru	1	30	4
7/8/11	Saipan	Forbi	Fa	539	Rhru	1	35	4
7/8/11	Saipan	Forbi	Fa	539	Zoco	3	15	4
7/8/11	Saipan	Forbi	Fa	539	Clma	1	12	4
7/8/11	Saipan	Forbi	Fa	539	Clma	1	17	4
7/8/11	Saipan	Forbi	Fa	539	Clma	2	35	4
7/8/11	Saipan	Forbi	Fc	554	Clma	2	25	4
7/8/11	Saipan	Forbi	Fc	554	Rhru	1	30	4
7/8/11	Saipan	Forbi	Fc	554	Rhru	1	35	4
7/8/11	Saipan	Forbi	Fc	554	Clma	1	30	4
7/8/11	Saipan	Forbi	Fc	554	Zoco	1	25	4
7/8/11	Saipan	Forbi	Fc	554	Rhru	1	20	4
7/8/11	Saipan	Forbi	Fc	554	Gaxa	1	70	4
7/8/11	Saipan	Forbi	Fc	554	Zoco	3	30	4
7/8/11	Saipan	Forbi	Fc	554	Ptro	1	110	4
7/8/11	Saipan	Forbi	Fc	554	Rhru	1	30	4
7/8/11	Saipan	Forbi	Fc	554	Ptro	1	70	4
7/8/11	Saipan	Forbi	Fc	554	Zoco	3	30	4
7/8/11	Saipan	Forbi	Fc	554	Toch	1	25	4
7/8/11	Saipan	Forbi	Fc	554	Rhru	1	10	4
7/8/11	Saipan	Forbi	Fc	554	Zoco	2	30	4
7/8/11	Saipan	Forbi	Fc	554	Ptro	1	90	4
7/8/11	Saipan	Forbi	Fb	608	Rhru	1	23	4
7/8/11	Saipan	Forbi	Fb	608	Rhru	1	23	4
7/8/11	Saipan	Forbi	Fb	608	Rhru	1	35	4
7/8/11	Saipan	Forbi	Fb	608	Ptro	1	35	4
7/8/11	Saipan	Forbi	Fb	608	Zoco	4	25	4
7/8/11	Saipan	Forbi	Fb	608	Apop	1	23	4
7/8/11	Saipan	Forbi	Fb	608	Clma	1	9	4
7/8/11	Saipan	Forbi	Fb	608	Apop	1	40	4
7/8/11	Saipan	Forbi	Fb	608	Rhru	1	10	4
7/8/11	Saipan	Forbi	Fb	608	Rhru	1	30	4
7/8/11	Saipan	Forbi	Fb	608	Myru	1	20	4
7/8/11	Saipan	Forbi	Fb	608	Zoco	2	20	4
7/8/11	Saipan	Forbi	Fb	608	Clma	1	10	4
7/8/11	Saipan	Forbi	Fb	608	Ptro	1	80	4
7/8/11	Saipan	Forbi	Fb	608	Toch	1	70	4
7/8/11	Saipan	Forbi	Fb	608	Apop	1	23	4
7/8/11	Saipan	MTR1	Ma	724	Toch	1	45	4
7/8/11	Saipan	MTR1	Ma	724	Gyal	1	13	4
7/8/11	Saipan	MTR1	Ma	724	Gyal	1	20	4
7/8/11	Saipan	MTR1	Ma	724	Rhru	1	30	4
7/8/11	Saipan	MTR1	Ma	724	Rhru	1	25	4
7/8/11	Saipan	MTR1	Ma	724	Clma	3	15	4
7/8/11	Saipan	MTR1	Ma	724	Rhru	1	15	4
7/8/11	Saipan	MTR1	Ma	724	Ptro	2	90	4
7/8/11	Saipan	MTR1	Ma	724	Ptro	1	80	4
7/8/11	Saipan	MTR1	Ma	724	Zoco	3	18	4
7/8/11	Saipan	MTR1	Ma	724	Zoco	3	25	4
7/8/11	Saipan	MTR1	Ma	724	Ptro	1	80	4
7/8/11	Saipan	MTR1	Ma	724	Ptro	1	100	4
7/8/11	Saipan	MTR1	Ma	724	Myru	1	27	4
7/8/11	Saipan	MTR1	Mc	740	Myru	1	15	4
7/8/11	Saipan	MTR1	Mc	740	Ptro	1	80	4
7/8/11	Saipan	MTR1	Mc	740	Ptro	1	90	4
7/8/11	Saipan	MTR1	Mc	740	Zoco	3	20	4
7/8/11	Saipan	MTR1	Mc	740	Ptro	1	80	4
7/8/11	Saipan	MTR1	Mc	740	Rhru	1	27	4
7/8/11	Saipan	MTR1	Mc	740	Ptro	1	100	4
7/8/11	Saipan	MTR1	Mc	740	Gyal	1	40	4
7/8/11	Saipan	MTR1	Mc	740	Gyal	1	12	4
7/8/11	Saipan	MTR1	Mc	740	Myru	1	10	4
7/8/11	Saipan	MTR1	Mc	740	Gaga	1	70	4
7/8/11	Saipan	MTR1	Mc	740	Rhru	2	15	4
